title,reldate,ageres,cover,plot,trailers,duration,likes,name
Ye Re Ye Re Paisa 2,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/ye-re-ye-re-paisa-2-et00077482-12-06-2018-05-16-01.jpg,"Ye Re Ye Re Paisa 2 is a Marathi movie directed by Hemant Dhome, with Hrishikesh Koli as the writer, forming a part of the crew.",N/A,N/A,1732,Ye Re Ye Re Paisa 2
Bayko Deta Ka Bayko,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/bayko-deta-ka-bayko-et00100665-11-04-2019-01-16-36.jpg,Bayko Deta Ka Bayko is a Marathi movie starring Sunil Godbole and Abhilasha Patil in prominent roles. It is a drama directed by Suresh Sahebrao Thange.,N/A,N/A,8,Bayko Deta Ka Bayko
Naukar Vahuti Da,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/naukar-vahuti-da-et00100521-09-04-2019-01-57-21.jpg,"Naukar Vahuti Da is a Punjabi movie starring Binnu Dhillon, Kulraj Randhawa and Upasna Singh in prominent roles. It is a drama directed by Smeep Kang.",N/A,N/A,551,Naukar Vahuti Da
Chhichhore,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/chhichhore-et00085935-09-10-2018-11-33-49.jpg,Chhichhore is a Hindi movie starring Sushant Singh Rajput and Shraddha Kapoor in prominent roles. The movie also stars Varun Sharma. It is a drama directed by Nitesh Tiwari.,N/A,N/A,1278,Chhichhore
Kaappaan,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/kaappaan-et00093234-02-01-2019-04-17-09.jpg,"Kaappaan is a Tamil movie starring Mohanlal and suriya Sivakumar in prominent roles. The movie also stars Sayyeshaa Saigal. It is a drama directed by K. V. Anand with Harris Jayaraj as musician, forming part of the crew.",N/A,N/A,1997,Kaappaan
It: Chapter 2,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/chapter-2-et00077370-11-06-2018-12-09-47.jpg,"Evil resurfaces in Derry as director Andy Muschietti reunites the Losers Club-young and adult-in a return to where it all began with ""IT CHAPTER TWO."" The film is Muschietti's follow-up to 2017's critically acclaimed and massive worldwide box office hit ""IT,"" which grossed over $700 million globally.  Both redefining and transcending the genre, ""IT"" became part of the cultural zeitgeist as well as the highest-grossing horror film of all time. Because every 27 years evil revisits the town of Derry, Maine, ""IT CHAPTER TWO"" brings the characters-who've long since gone their separate ways-back together as adults, nearly three decades after the events of the first film.",N/A,N/A,5328,It: Chapter 2
Dream Girl,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/dream-girl-et00089745-30-11-2018-04-32-07.jpg,Dream Girl is a Hindi movie starring Ayushmann Khurrana and Nushrat Bharuchain prominent roles. It is a drama written & directed by Raaj Shaandilyaa.,N/A,N/A,1684,Dream Girl
Spies In Disguise,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/spies-in-disguise-et00072276-10-03-2018-03-41-39.jpg,"Lance Sterling is a super spy who is suave and super-smooth. Aiding him on his epic missions is Walter Beckett, a socially awkward scientist who creates all the awesome gadgets Lance uses. With certain unexpected events putting the world in peril and challenging their resourcefulness, this odd couple must now team up and rely on each other to save the day.",N/A,N/A,1539,Spies In Disguise
Daaka,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/daaka-et00097118-21-02-2019-04-31-45.jpg,Daaka is a Punjabi movie starring  Gippy Grewal and Zareen Khan in prominent roles. It is a drama directed by Baljit Singh Deo.,N/A,N/A,139,Daaka
Nikka Zaildar 3,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/nikka-zaildar-3-et00100207-04-04-2019-01-39-19.jpg,"Nikka Zaildar 3 is a Punjabi movie starring Ammy Virk, Wamiqa Gabbi, Sonia Kour, Nirmal Rishi and Baninderjit Bunny in prominent roles. It is a drama directed by Simerjit Singh.",N/A,N/A,104,Nikka Zaildar 3
Abominable,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/abominable-et00096697-15-02-2019-03-02-29.jpg,"Abominable is an English movie starring Tsai Chin in prominent roles. It is a aniimation directed by Jill Culton, with Rupert Gregson-Williams as musician, forming part of the crew.",N/A,N/A,45,Abominable
Doorbeen,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/doorbeen-et00100001-02-04-2019-12-25-53.jpg,"Doorbeen is a Punjabi movie starring Wamiqa Gabbi, Yograj Singh and Karamjit Anmol in prominent roles. It is a drama directed by Ishan Chopra.",N/A,N/A,24,Doorbeen
Gaalib,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/gaalib-et00084598-22-09-2018-12-03-42.jpg,Gaalib  is a Marathi movie starring Deepika Chikhalia and Anil Rastogi in prominent roles. It is a drama directed by Manoj Giri.,N/A,N/A,29,Gaalib
Rambo,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/rambo-et00057464-20-05-2017-01-24-43.jpg,"Rambo is a Hindi movie starring Tiger Shroff and Hrithik Roshan in prominent roles. It is an action drama directed by Siddarth Anand.If you are a representative of the production house, please share the details of the film with [email protected]",N/A,N/A,9836,Rambo
Marjaavaan,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/marjaavaan-et00087452-31-10-2018-10-20-39.jpg,"Marjaavaan is a Hindi movie starring Riteish Deshmukh, Sidharth Malhotra and Tara Sutaria in prominent roles. It is a drama directed by  Milap Milan Zaveri.",N/A,N/A,671,Marjaavaan
The Woman In The Window,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/the-woman-in-the-window-et00089327-27-11-2018-12-52-09.jpg,"The film revolves around a woman who has been living alone in New York City. Drinking wine, watching movies and spying on her neighbors are her favourite pass times.  Meanwhile, a new family moves into the house across the way and she begins to spy on them. One day, while looking out of the window, she witnesses something that she shouldn't have. Will this change her life forever? Will danger befall on her? Will she be able to escape the situation?",N/A,N/A,313,The Woman In The Window
Joker,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/joker-et00100071-03-04-2019-10-23-41.jpg,"A chilling origin story to one of the most iconic comic book supervillains, the film follows a failed stand-up comedian in the city of Gotham who is ostracized by the society and soon turns into a life of crime after being driven insane.",N/A,N/A,5552,Joker
Gemini Man,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/gemini-man-et00071776-01-03-2018-04-05-10.jpg,"Henry Brogan, an elite assassin, is suddenly targeted and pursued by a mysterious young operative that seemingly can predict his every move.",N/A,N/A,421,Gemini Man
Password,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/password-et00097268-24-02-2019-09-36-41.jpg,Password is a Bengali movie starring Dev Adhikari  and Paoli Dam in prominent roles. It is a drama directed by Kamaleshwar Mukherjee.,N/A,N/A,101,Password
The Sky Is Pink,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/the-sky-is-pink-et00082248-22-08-2018-01-02-12.jpg,"Based on My Little Epiphanies, The Sky Is Pink chronicles the life of Aisha Chaudhary, who became an inspirational speaker after being diagnosed with pulmonary fibrosis when she was thirteen-years-old.",N/A,N/A,452,The Sky Is Pink
Jungle Cruise ,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/jungle-cruise-et00081136-05-08-2018-12-18-51.jpg,"Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles, but with a supernatural element.",N/A,N/A,895,Jungle Cruise
Pynngop,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/pynngop-et00101411-24-04-2019-10-58-56.jpg,"Pynngop chronicles the tragic journey of Kongdeng, a village girl who is lured into a web of deceit under the false pretext of a better life in the city.",N/A,N/A,30,Pynngop
Maleficent 2,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/maleficent-2-et00076688-30-05-2018-09-44-05.jpg,"The second installment of the epic fantasy adventure follows the ascendant princess Aurora and the darkly charismatic Maleficent as they try to navigate the complex dynamics between them, form new alliances and confront new adversaries - all in a bid to protect their land and its subjects.",N/A,N/A,1809,Maleficent 2
Kaithi,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/kaithi-et00098319-08-03-2019-05-13-44.jpg,"If you are a representative of the production house, please share the details of the film with [email protected]",N/A,N/A,149,Kaithi
Jinde Meriye,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/jinde-meriye-et00097403-26-02-2019-10-01-37.jpg,"If you are a representative of the production house, please share the details of the film with [email protected]",N/A,N/A,76,Jinde Meriye
ABCD 3,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/abcd-3-et00072721-19-03-2018-11-23-29.jpg,ABCD 3 is a Hindi movie starring Varun Dhawan and Katrina Kaif in prominent roles. It is a dance musical directed by Remo D'Souza.,N/A,N/A,5143,ABCD 3
Street Dancer 3,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/street-dancer-3-et00095633-05-02-2019-12-53-08.jpg,Street Dancer 3 is a Hindi movie starring  Varun Dhawan and Shraddha Kapoor in prominent roles. It is an action drama directed by Remo D'Souza.,N/A,N/A,1864,Street Dancer 3
Terminator,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/terminator-et00080990-02-08-2018-09-42-35.jpg,"If you are a representative of the production house, please share the details of the film with  [email protected]",N/A,N/A,3000,Terminator
Frozen 2,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/frozen-2-et00056551-26-04-2017-07-17-17.jpg,"Frozen 2 is an English movie starring Idina Menzel, Kristen Bell and Jonathan Groff in prominent roles. It is an animated fantasy drama directed by Chris Buck and Jennifer Lee.",N/A,N/A,7244,Frozen 2
Dil Bechara,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/dil-bechara-et00098454-11-03-2019-04-22-57.jpg,Dil Bechara is a Hindi movie starring Sushant Singh Rajput and Sanjana Sanghi in prominent roles. It is a drama directed by Mukesh Chhabra.,N/A,N/A,114,Dil Bechara
Panipat,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/panipat-et00072511-14-03-2018-09-38-26.jpg,A historical period drama that recounts the events that led up to and unfolded during the Third Battle of Panipat between the Maratha Empire and the Durrani Empire in 1761.,N/A,N/A,3360,Panipat
Pati Patni Aur Woh,"12 Apr, 2019",N/A,//in.bmscdn.com/iedb/movies/images/mobile/thumbnail/xlarge/pati-patni-aur-woh-et00094055-14-01-2019-01-47-49.jpg,"Pati Patni Aur Woh is a Hindi movie starring Kartik Aaryan and Ananya Panday in prominent roles. It is a drama directed by Mudassar Aziz with Juno Chopra as producer, forming part of the crew.",N/A,N/A,647,Pati Patni Aur Woh
