Acc,Cans,Kilograms,Fat,SNF,Date,Shift
497,1,4,4.7,8.4,2018-08-26,1
1725,1,27,5.4,8.4,2018-08-26,1
893,1,27,5.3,8.6,2018-08-26,1
455,1,24,3.5,8.2,2018-08-26,0
497,1,11,5.1,8.2,2018-08-26,0
460,2,49,5.3,8.6,2018-08-26,1
893,2,41,5.4,8.4,2018-08-26,0
2959,3,95,5.1,8.6,2018-08-26,0
3690,4,104,5.5,8.5,2018-08-26,0
460,1,30,5.2,8.5,2018-08-26,0
3680,4,127,5.2,8.6,2018-08-26,0
1725,1,38,5.2,8.4,2018-08-26,0
3691,2,45,7.6,9.0,2018-08-26,0
1516,2,56,4.4,8.5,2018-08-26,0
3690,4,142,6.6,8.5,2018-08-27,1
497,1,7,5.5,8.4,2018-08-27,1
3691,1,42,7.5,9.0,2018-08-27,1
455,1,16,3.5,8.2,2018-08-27,1
1725,1,22,5.5,8.3,2018-08-27,1
3680,3,91,5.6,8.5,2018-08-27,1
1516,2,71,5.5,8.5,2018-08-27,1
2959,3,91,5.6,8.7,2018-08-27,1
893,1,22,5.7,8.3,2018-08-27,1
893,2,41,5.8,8.3,2018-08-27,0
497,1,11,5.3,8.4,2018-08-27,0
3691,1,35,7.0,9.0,2018-08-27,0
455,1,23,3.5,8.2,2018-08-27,0
1725,1,28,5.5,8.6,2018-08-27,0
3680,3,114,5.3,8.5,2018-08-27,0
1516,2,67,5.6,8.6,2018-08-27,0
3690,3,106,5.7,8.5,2018-08-27,0
2959,3,96,5.1,8.7,2018-08-27,0
460,2,48,4.7,8.6,2018-08-27,1
460,1,34,5.5,8.6,2018-08-27,0
3690,5,163,6.8,8.6,2018-08-28,1
1516,2,53,6.2,8.5,2018-08-28,1
1725,1,30,5.5,8.5,2018-08-28,1
2959,3,100,6.1,8.7,2018-08-28,1
3691,1,39,7.5,9.0,2018-08-28,1
3536,2,60,6.5,8.2,2018-08-28,1
497,1,3,5.1,8.1,2018-08-28,1
455,1,5,3.4,8.2,2018-08-28,1
893,1,21,6.2,8.3,2018-08-28,1
1516,2,55,5.1,8.5,2018-08-28,0
497,1,11,4.9,8.0,2018-08-28,0
460,1,39,5.1,8.6,2018-08-28,0
460,2,48,5.4,8.7,2018-08-28,1
2959,3,94,5.1,8.7,2018-08-28,0
3690,3,90,5.6,8.7,2018-08-28,0
893,2,52,5.9,8.5,2018-08-28,0
1725,1,33,5.8,8.4,2018-08-28,0
455,1,24,3.5,8.3,2018-08-28,0
3691,1,40,7.5,9.0,2018-08-28,0
3536,2,67,5.8,8.8,2018-08-28,0
497,1,10,4.1,8.1,2018-08-29,0
3690,5,165,6.6,8.2,2018-08-29,1
2959,3,102,6.0,8.4,2018-08-29,1
893,1,33,6.2,8.3,2018-08-29,1
460,2,46,5.4,8.5,2018-08-29,1
3680,2,78,6.0,8.2,2018-08-29,1
3536,2,46,5.2,8.3,2018-08-29,0
1516,2,48,5.2,8.0,2018-08-29,0
1725,1,35,5.8,8.4,2018-08-29,0
3680,4,130,5.3,8.1,2018-08-29,0
3690,3,109,5.5,8.3,2018-08-29,0
2959,3,91,5.3,8.5,2018-08-29,0
893,2,41,6.3,8.6,2018-08-29,0
460,1,38,5.3,8.7,2018-08-29,0
1725,1,22,5.9,8.3,2018-08-29,1
455,1,21,3.2,8.3,2018-08-29,0
455,1,20,3.5,8.2,2018-08-29,1
1516,2,68,6.0,8.2,2018-08-29,1
497,1,10,4.5,8.2,2018-08-29,1
3536,1,37,6.1,8.7,2018-08-29,1
497,1,3,6.5,8.2,2018-08-30,1
3691,6,225,6.0,9.0,2018-08-30,1
1725,1,29,5.8,8.3,2018-08-30,1
3680,3,95,5.7,8.5,2018-08-30,1
1516,2,74,6.4,8.2,2018-08-30,1
2959,3,103,5.9,8.7,2018-08-30,1
893,1,28,6.4,8.4,2018-08-30,1
460,2,45,5.5,8.6,2018-08-30,1
3690,4,157,6.5,8.5,2018-08-30,1
3691,5,210,6.1,9.0,2018-08-30,0
460,1,35,5.2,8.6,2018-08-30,0
497,1,12,4.7,8.2,2018-08-30,0
2959,3,84,5.4,8.6,2018-08-30,0
3690,3,110,5.8,8.5,2018-08-30,0
893,2,42,6.7,8.3,2018-08-30,0
3680,3,118,5.4,8.5,2018-08-30,0
1725,1,34,5.6,8.4,2018-08-30,0
1516,2,58,5.2,8.3,2018-08-30,0
893,1,30,6.3,8.7,2018-08-31,1
497,1,11,5.0,8.4,2018-08-31,1
3691,1,37,7.2,8.9,2018-08-31,1
1725,1,21,5.6,8.3,2018-08-31,1
3680,3,95,6.1,8.5,2018-08-31,1
1516,3,85,5.8,8.5,2018-08-31,1
3690,4,156,6.4,8.7,2018-08-31,1
2959,3,90,5.9,8.7,2018-08-31,1
460,2,47,5.2,8.7,2018-08-31,1
455,1,16,3.6,8.2,2018-08-31,1
3691,1,35,7.2,8.9,2018-08-31,0
497,1,11,4.8,8.3,2018-08-31,0
893,2,41,5.4,8.6,2018-08-31,0
2959,3,83,5.4,8.7,2018-08-31,0
3690,3,112,5.5,8.7,2018-08-31,0
460,1,34,5.8,8.6,2018-08-31,0
3680,3,110,5.7,8.5,2018-08-31,0
1725,1,34,5.8,8.3,2018-08-31,0
455,1,23,4.0,8.2,2018-08-31,0
1516,2,49,5.0,8.4,2018-08-31,0
893,1,15,5.2,8.5,2018-09-01,1
497,1,6,5.1,8.5,2018-09-01,1
3691,2,45,6.8,9.0,2018-09-01,1
1725,1,26,6.0,8.4,2018-09-01,1
3680,2,71,5.9,8.5,2018-09-01,1
3690,4,144,6.3,8.6,2018-09-01,1
2959,3,96,6.0,8.7,2018-09-01,1
460,2,43,5.8,8.7,2018-09-01,1
1516,1,27,6.7,8.4,2018-09-01,1
3691,2,45,6.7,9.0,2018-09-01,0
497,1,11,4.5,8.2,2018-09-01,0
893,2,59,6.3,8.5,2018-09-01,0
2959,3,82,5.7,8.7,2018-09-01,0
460,1,37,5.5,8.7,2018-09-01,0
1516,2,44,5.5,8.4,2018-09-01,0
3680,4,140,5.7,8.5,2018-09-01,0
1725,1,33,5.8,8.4,2018-09-01,0
3690,3,96,5.7,8.5,2018-09-01,0
3691,2,45,7.6,9.0,2018-09-02,0
3680,3,98,5.6,8.6,2018-09-02,1
497,1,10,4.6,8.4,2018-09-02,0
893,1,32,5.7,8.5,2018-09-02,1
2959,3,111,5.9,8.7,2018-09-02,1
3690,5,169,5.9,8.6,2018-09-02,1
1516,3,97,5.5,8.6,2018-09-02,1
1725,1,31,6.0,8.4,2018-09-02,1
3680,4,141,5.5,8.6,2018-09-02,0
3691,2,44,7.5,9.0,2018-09-02,1
497,1,11,5.4,8.5,2018-09-02,1
1516,2,62,5.1,8.5,2018-09-02,0
3690,3,104,5.5,8.6,2018-09-02,0
2959,3,89,5.5,8.6,2018-09-02,0
893,2,60,6.1,8.4,2018-09-02,0
455,1,22,3.1,8.3,2018-09-02,0
455,1,17,3.9,8.3,2018-09-02,1
1725,1,39,5.6,8.5,2018-09-02,0
455,1,20,3.5,8.3,2018-09-03,0
893,2,58,6.1,8.7,2018-09-03,0
460,2,44,5.4,8.8,2018-09-03,0
497,1,9,4.7,8.4,2018-09-03,1
3691,3,80,6.2,8.9,2018-09-03,1
455,1,13,3.6,8.2,2018-09-03,1
1725,1,30,6.0,8.3,2018-09-03,1
1516,3,99,5.6,8.4,2018-09-03,1
3690,4,155,6.3,8.5,2018-09-03,1
2959,3,107,5.7,8.6,2018-09-03,1
3680,3,87,5.6,8.5,2018-09-03,1
460,1,37,5.6,8.6,2018-09-03,1
893,1,30,5.6,8.5,2018-09-03,1
3690,3,103,5.6,8.5,2018-09-03,0
1516,2,64,5.1,8.4,2018-09-03,0
3680,4,137,5.1,8.5,2018-09-03,0
2959,3,89,5.4,8.7,2018-09-03,0
3691,2,59,6.3,9.0,2018-09-03,0
497,1,16,4.7,8.5,2018-09-03,0
1725,1,38,5.8,8.5,2018-09-03,0
2959,3,106,5.8,8.7,2018-09-04,1
1872,1,9,4.4,8.3,2018-09-04,1
497,1,7,5.7,8.4,2018-09-04,1
3691,2,53,7.5,9.0,2018-09-04,1
1725,1,24,5.8,8.4,2018-09-04,1
3680,3,89,5.6,8.6,2018-09-04,1
1516,1,27,6.8,8.5,2018-09-04,1
893,1,35,5.9,8.5,2018-09-04,1
1725,1,37,5.4,8.4,2018-09-04,0
1872,1,18,6.4,8.4,2018-09-04,0
497,1,17,5.3,8.4,2018-09-04,0
3691,1,36,8.0,9.0,2018-09-04,0
3680,4,149,5.2,8.5,2018-09-04,0
1516,2,54,5.2,8.6,2018-09-04,0
2959,3,94,5.4,8.6,2018-09-04,0
893,1,40,6.3,8.5,2018-09-04,0
460,1,40,5.3,8.7,2018-09-04,1
460,2,48,5.4,8.6,2018-09-04,0
2959,3,107,5.9,8.7,2018-09-05,1
3690,5,169,6.0,8.6,2018-09-05,1
3680,3,108,6.0,8.6,2018-09-05,1
497,1,6,4.9,8.4,2018-09-05,1
455,1,9,4.0,8.3,2018-09-05,1
3691,2,57,7.4,9.0,2018-09-05,1
1872,1,34,5.5,8.4,2018-09-05,1
893,1,29,5.3,8.5,2018-09-05,1
1725,1,29,5.7,8.4,2018-09-05,1
460,1,40,5.3,8.7,2018-09-05,1
1516,1,32,6.1,8.6,2018-09-05,1
497,1,14,5.6,8.4,2018-09-05,0
1872,1,24,6.0,8.4,2018-09-05,0
893,2,57,6.1,8.5,2018-09-05,0
2959,3,90,5.6,8.6,2018-09-05,0
3690,3,105,5.6,8.6,2018-09-05,0
460,2,42,5.3,8.7,2018-09-05,0
3680,4,133,5.1,8.6,2018-09-05,0
1725,1,39,5.7,8.4,2018-09-05,0
455,1,16,3.3,8.3,2018-09-05,0
3691,1,40,7.5,9.0,2018-09-05,0
1516,2,59,5.5,8.5,2018-09-05,0
893,1,30,5.8,8.5,2018-09-06,1
1872,1,38,5.8,8.4,2018-09-06,1
497,1,1,4.3,8.3,2018-09-06,1
3691,2,60,8.3,9.0,2018-09-06,1
1725,1,32,6.0,8.4,2018-09-06,1
1516,1,30,6.9,8.5,2018-09-06,1
3690,5,173,6.2,8.6,2018-09-06,1
2959,3,101,6.0,8.7,2018-09-06,1
460,1,40,5.4,8.7,2018-09-06,1
455,1,10,4.6,8.2,2018-09-06,1
497,1,16,5.0,8.4,2018-09-06,0
1872,1,21,5.8,8.6,2018-09-06,0
460,2,43,5.1,8.9,2018-09-06,0
893,2,57,6.1,8.5,2018-09-06,0
2959,3,89,5.2,8.6,2018-09-06,0
3690,3,83,5.5,8.7,2018-09-06,0
3680,3,95,6.2,8.5,2018-09-06,1
3680,4,148,5.4,8.6,2018-09-06,0
1725,1,40,5.3,8.4,2018-09-06,0
455,1,17,3.3,8.3,2018-09-06,0
3691,2,43,8.3,9.0,2018-09-06,0
1516,2,60,5.1,8.5,2018-09-06,0
1872,1,29,6.1,8.4,2018-09-07,1
497,1,3,4.8,8.2,2018-09-07,1
3691,1,36,6.3,9.0,2018-09-07,1
455,1,16,4.5,8.2,2018-09-07,1
1725,1,29,6.0,8.3,2018-09-07,1
3680,3,103,6.5,8.5,2018-09-07,1
1516,1,37,6.1,8.5,2018-09-07,1
3690,5,177,6.2,8.6,2018-09-07,1
2959,3,111,6.1,8.7,2018-09-07,1
893,1,25,5.4,8.5,2018-09-07,1
1872,1,26,5.8,8.4,2018-09-07,0
497,1,17,5.2,8.2,2018-09-07,0
3691,1,30,6.5,9.0,2018-09-07,0
455,1,16,3.2,8.2,2018-09-07,0
3680,4,129,5.3,8.5,2018-09-07,0
1516,2,47,5.7,8.5,2018-09-07,0
3690,3,97,5.3,8.6,2018-09-07,0
2959,3,84,5.2,8.6,2018-09-07,0
893,2,56,5.8,8.5,2018-09-07,0
460,2,43,5.0,8.6,2018-09-07,0
460,1,40,5.5,8.7,2018-09-07,1
1725,1,37,5.7,8.4,2018-09-07,0
1725,2,42,5.9,8.5,2018-09-08,0
460,2,42,5.1,8.7,2018-09-08,0
1872,1,26,6.4,8.6,2018-09-08,1
3691,2,56,8.4,9.0,2018-09-08,1
455,1,13,4.2,8.3,2018-09-08,1
1725,1,32,5.6,8.4,2018-09-08,1
1516,2,44,5.7,8.5,2018-09-08,1
3690,5,179,6.1,8.6,2018-09-08,1
2959,3,107,5.9,8.6,2018-09-08,1
893,1,24,5.7,8.5,2018-09-08,1
3680,2,76,5.2,8.6,2018-09-08,1
1872,1,28,5.7,8.4,2018-09-08,0
3691,1,38,8.5,9.0,2018-09-08,0
455,1,16,3.2,8.3,2018-09-08,0
3680,4,121,5.5,8.5,2018-09-08,0
1516,2,53,5.6,8.5,2018-09-08,0
3690,3,93,5.5,8.6,2018-09-08,0
2959,3,84,5.4,8.7,2018-09-08,0
893,2,56,5.9,8.5,2018-09-08,0
460,2,42,5.3,8.7,2018-09-08,1
2959,3,108,6.2,8.6,2018-09-09,1
3690,5,191,6.0,8.6,2018-09-09,1
1516,3,83,5.9,8.5,2018-09-09,1
3680,3,89,5.4,8.6,2018-09-09,1
1872,1,28,6.0,8.5,2018-09-09,1
455,1,24,3.9,8.3,2018-09-09,1
3691,2,51,6.3,9.0,2018-09-09,1
497,1,7,5.2,8.5,2018-09-09,1
893,1,24,5.3,8.5,2018-09-09,1
1725,2,44,5.8,8.5,2018-09-09,1
460,2,41,5.5,8.8,2018-09-09,1
1725,1,39,6.1,8.5,2018-09-09,0
497,1,14,4.7,8.4,2018-09-09,0
1872,1,37,5.8,8.5,2018-09-09,0
893,2,53,5.9,8.5,2018-09-09,0
2959,2,79,5.4,8.6,2018-09-09,0
3690,3,105,5.4,8.6,2018-09-09,0
460,1,40,6.0,8.8,2018-09-09,0
3680,3,116,5.4,8.5,2018-09-09,0
455,1,16,3.4,8.3,2018-09-09,0
3691,1,35,6.8,9.0,2018-09-09,0
1516,2,52,5.8,8.3,2018-09-09,0
893,1,24,6.2,8.6,2018-09-10,1
1872,1,33,6.1,8.4,2018-09-10,1
3691,2,69,6.9,9.0,2018-09-10,1
455,1,7,3.7,8.3,2018-09-10,1
1725,1,32,5.0,8.3,2018-09-10,1
3680,3,85,5.4,8.5,2018-09-10,1
1516,1,34,6.8,8.4,2018-09-10,1
1579,1,4,5.1,9.0,2018-09-10,1
3690,5,191,6.0,8.6,2018-09-10,1
460,2,41,5.9,8.7,2018-09-10,1
2959,3,105,5.8,8.6,2018-09-10,1
3691,2,60,8.2,9.0,2018-09-10,0
1872,1,26,6.3,8.7,2018-09-10,0
893,2,54,6.1,8.5,2018-09-10,0
2959,2,76,5.5,8.6,2018-09-10,0
3690,3,104,5.5,8.6,2018-09-10,0
1579,1,8,6.6,8.9,2018-09-10,0
460,2,41,5.7,8.9,2018-09-10,0
3680,3,110,5.4,8.5,2018-09-10,0
1725,2,42,5.9,8.3,2018-09-10,0
455,1,16,3.4,8.3,2018-09-10,0
1516,2,57,6.0,8.4,2018-09-10,0
1872,1,32,6.4,8.3,2018-09-11,1
893,1,23,5.3,8.5,2018-09-11,1
3536,1,27,6.4,8.8,2018-09-11,1
3691,2,50,6.1,9.0,2018-09-11,1
455,1,8,4.9,8.2,2018-09-11,1
1725,1,34,6.4,8.5,2018-09-11,1
3680,3,105,5.8,8.5,2018-09-11,1
1579,1,4,5.2,9.0,2018-09-11,1
3690,6,208,6.2,8.7,2018-09-11,1
2959,3,102,5.9,8.5,2018-09-11,1
460,2,43,5.6,8.9,2018-09-11,1
1516,1,27,7.2,8.5,2018-09-11,1
3536,1,32,5.7,8.7,2018-09-11,0
1872,1,23,6.1,8.6,2018-09-11,0
893,2,57,6.2,8.5,2018-09-11,0
2959,3,82,5.5,8.6,2018-09-11,0
3690,3,100,5.9,8.6,2018-09-11,0
1579,1,7,5.7,9.0,2018-09-11,0
460,2,44,5.9,9.0,2018-09-11,0
3680,3,108,5.5,8.5,2018-09-11,0
1725,2,41,5.7,8.5,2018-09-11,0
455,1,18,3.2,8.4,2018-09-11,0
3691,2,50,6.1,9.0,2018-09-11,0
1516,2,49,6.2,8.5,2018-09-11,0
460,2,42,5.7,9.0,2018-09-12,1
455,1,7,3.2,8.3,2018-09-12,1
1725,1,28,6.3,8.5,2018-09-12,1
3680,3,89,5.6,8.5,2018-09-12,1
1516,1,30,6.9,8.4,2018-09-12,1
1579,1,5,5.1,9.0,2018-09-12,1
3690,6,202,6.4,8.6,2018-09-12,1
2959,3,106,6.1,8.7,2018-09-12,1
893,1,25,5.5,8.4,2018-09-12,1
1872,1,25,6.7,8.6,2018-09-12,0
1579,1,7,5.5,9.0,2018-09-12,0
455,1,16,3.5,8.2,2018-09-12,0
1725,2,49,6.0,8.5,2018-09-12,0
3680,3,112,5.3,8.5,2018-09-12,0
1516,2,53,5.8,8.4,2018-09-12,0
3690,3,92,5.5,8.6,2018-09-12,0
2959,3,81,5.4,8.6,2018-09-12,0
893,2,41,6.0,8.4,2018-09-12,0
460,2,44,5.6,8.9,2018-09-12,0
3691,2,52,6.3,9.0,2018-09-12,1
3691,2,25,7.5,9.0,2018-09-12,0
1872,1,32,6.5,8.6,2018-09-12,1
460,2,46,5.7,8.7,2018-09-13,0
1579,1,7,5.7,8.9,2018-09-13,0
893,2,47,5.5,8.5,2018-09-13,0
2959,3,86,5.5,8.6,2018-09-13,0
3690,3,111,5.5,8.6,2018-09-13,0
1516,2,43,5.8,8.5,2018-09-13,0
3680,3,113,5.2,8.5,2018-09-13,0
1725,2,45,6.0,8.5,2018-09-13,0
455,1,14,3.3,8.3,2018-09-13,0
3691,1,40,8.5,9.0,2018-09-13,0
3536,1,13,3.7,8.2,2018-09-13,0
1872,1,23,6.2,8.5,2018-09-13,0
460,2,42,5.6,8.7,2018-09-13,1
1872,1,34,6.5,8.5,2018-09-13,1
893,1,27,5.7,8.5,2018-09-13,1
3536,1,15,6.7,9.0,2018-09-13,1
3691,2,45,8.5,9.0,2018-09-13,1
1725,1,28,6.0,8.4,2018-09-13,1
3680,3,100,5.6,8.5,2018-09-13,1
455,1,8,4.7,8.4,2018-09-13,1
1579,1,5,5.2,8.9,2018-09-13,1
3690,5,196,6.1,8.7,2018-09-13,1
2959,3,116,6.0,8.6,2018-09-13,1
1516,1,29,7.1,8.6,2018-09-13,1
3680,3,88,5.6,8.5,2018-09-14,1
460,1,36,5.8,8.8,2018-09-14,1
1516,1,27,7.3,8.5,2018-09-14,1
1579,1,5,5.3,8.8,2018-09-14,1
3690,5,191,6.1,8.6,2018-09-14,1
2959,3,107,6.0,8.5,2018-09-14,1
893,1,21,6.3,8.5,2018-09-14,1
1872,1,20,6.4,8.6,2018-09-14,0
1516,2,57,5.9,8.5,2018-09-14,0
455,1,10,3.6,8.2,2018-09-14,0
1725,1,40,5.5,8.3,2018-09-14,0
3680,3,115,5.4,8.5,2018-09-14,0
2959,3,84,5.5,8.6,2018-09-14,0
1579,1,7,4.9,9.0,2018-09-14,0
3690,3,102,5.2,8.6,2018-09-14,0
1725,1,24,6.1,8.4,2018-09-14,1
3691,1,22,7.0,9.0,2018-09-14,0
893,1,38,6.0,8.5,2018-09-14,0
455,1,5,5.5,8.2,2018-09-14,1
1872,1,31,6.3,8.5,2018-09-14,1
3691,2,61,6.5,9.0,2018-09-14,1
460,2,44,5.4,8.8,2018-09-14,0
2959,3,85,5.3,8.6,2018-09-15,0
893,2,42,5.8,8.6,2018-09-15,0
460,2,44,5.6,8.8,2018-09-15,0
1872,1,24,6.0,8.4,2018-09-15,1
455,1,8,5.1,8.2,2018-09-15,1
3680,2,67,5.2,8.5,2018-09-15,1
1579,1,3,5.3,8.8,2018-09-15,1
3690,3,83,6.4,8.5,2018-09-15,1
2959,1,11,5.7,8.9,2018-09-15,1
1725,1,19,6.8,8.3,2018-09-15,1
460,1,38,5.4,9.0,2018-09-15,1
893,1,21,6.0,8.5,2018-09-15,1
1579,1,8,5.6,8.7,2018-09-15,0
3680,3,115,5.5,8.5,2018-09-15,0
3690,3,85,5.2,8.5,2018-09-15,0
455,1,16,3.5,8.2,2018-09-15,0
1872,1,17,5.6,8.5,2018-09-15,0
1725,2,46,5.9,8.3,2018-09-15,0
893,1,5,7.3,8.8,2018-09-16,1
455,1,17,3.4,8.2,2018-09-16,1
1725,1,37,5.8,8.3,2018-09-16,1
3680,1,37,4.9,8.5,2018-09-16,1
1516,2,59,4.8,8.4,2018-09-16,1
1579,1,6,5.1,8.9,2018-09-16,1
3690,5,172,6.1,8.6,2018-09-16,1
2959,3,78,5.6,8.5,2018-09-16,1
460,2,42,5.6,8.8,2018-09-16,1
2959,3,97,5.3,8.6,2018-09-16,0
3691,3,88,7.5,9.0,2018-09-16,0
455,1,14,3.3,8.2,2018-09-16,0
1725,1,37,5.6,8.4,2018-09-16,0
3680,3,108,5.4,8.5,2018-09-16,0
1516,2,50,5.7,8.4,2018-09-16,0
1579,1,6,4.8,8.9,2018-09-16,0
3690,3,114,5.3,8.5,2018-09-16,0
460,2,46,4.5,9.0,2018-09-16,0
1872,1,24,5.6,8.4,2018-09-16,0
893,2,47,5.7,8.5,2018-09-16,0
3691,2,62,6.3,9.0,2018-09-16,1
1872,1,20,6.1,8.5,2018-09-16,1
1725,1,23,5.7,8.4,2018-09-17,1
3680,3,86,5.5,8.5,2018-09-17,1
1516,1,23,6.8,8.5,2018-09-17,1
1579,1,7,5.0,8.6,2018-09-17,1
3690,5,186,6.2,8.6,2018-09-17,1
2959,4,151,5.9,8.7,2018-09-17,1
893,1,18,5.9,8.5,2018-09-17,1
460,2,43,5.4,8.8,2018-09-17,1
1872,1,25,6.5,8.5,2018-09-17,1
1725,2,45,5.7,8.3,2018-09-17,0
3680,3,113,5.4,8.5,2018-09-17,0
1516,2,48,5.9,8.5,2018-09-17,0
1579,1,8,5.0,8.7,2018-09-17,0
3690,3,118,5.4,8.6,2018-09-17,0
2959,3,94,5.5,8.7,2018-09-17,0
893,2,42,5.8,8.4,2018-09-17,0
460,2,48,5.0,8.8,2018-09-17,0
1872,1,25,6.2,8.4,2018-09-17,0
1579,1,6,5.7,8.4,2018-09-18,1
1516,1,26,6.8,8.4,2018-09-18,1
1872,1,27,6.4,8.5,2018-09-18,1
1725,1,30,5.7,8.3,2018-09-18,1
3691,2,57,6.2,9.0,2018-09-18,1
3690,5,198,6.2,8.6,2018-09-18,1
3680,3,87,5.8,8.5,2018-09-18,1
2959,3,108,6.0,8.6,2018-09-18,1
3691,2,49,6.5,9.0,2018-09-18,0
460,1,40,5.5,8.8,2018-09-18,1
1872,1,31,5.9,8.5,2018-09-18,0
1725,2,46,5.3,8.4,2018-09-18,0
2959,3,95,5.4,8.6,2018-09-18,0
893,1,39,5.9,8.5,2018-09-18,0
460,2,49,5.2,8.8,2018-09-18,0
3690,3,120,5.3,8.6,2018-09-18,0
893,1,32,5.9,8.4,2018-09-18,1
1579,1,9,5.1,8.8,2018-09-18,0
1516,2,42,6.0,8.5,2018-09-18,0
3680,4,124,5.5,8.5,2018-09-18,0
1725,2,43,5.6,8.3,2018-09-19,0
1872,1,37,6.2,8.5,2018-09-19,1
3691,2,83,6.5,9.0,2018-09-19,1
455,1,16,3.2,8.2,2018-09-19,1
1725,1,35,6.2,8.3,2018-09-19,1
3680,3,87,5.7,8.5,2018-09-19,1
1516,2,75,5.8,8.5,2018-09-19,1
1579,1,6,5.7,8.6,2018-09-19,1
3690,4,147,6.1,8.7,2018-09-19,1
2959,3,120,6.1,8.6,2018-09-19,1
3680,3,114,5.2,8.5,2018-09-19,0
460,2,45,5.5,8.8,2018-09-19,1
893,1,34,6.4,8.3,2018-09-19,1
1579,1,9,5.5,8.6,2018-09-19,0
455,1,14,3.5,8.3,2018-09-19,0
3690,3,108,5.3,8.7,2018-09-19,0
1516,2,50,5.7,8.5,2018-09-19,0
2959,3,92,5.4,8.7,2018-09-19,0
893,3,93,5.7,8.4,2018-09-19,0
460,2,50,5.0,8.8,2018-09-19,0
1872,1,33,6.0,8.4,2018-09-19,0
3691,2,69,6.5,9.0,2018-09-19,0
1872,1,35,6.7,8.4,2018-09-22,1
2959,4,123,6.0,8.6,2018-09-22,1
3691,3,95,6.4,9.0,2018-09-22,1
455,1,16,3.2,8.2,2018-09-22,1
1725,1,36,6.1,8.4,2018-09-22,1
3680,3,86,5.2,8.4,2018-09-22,1
1516,3,90,5.9,8.4,2018-09-22,1
1579,1,11,6.3,8.5,2018-09-22,1
3690,5,175,6.4,8.6,2018-09-22,1
893,1,35,6.2,8.3,2018-09-22,1
1725,2,46,5.4,8.4,2018-09-22,0
1872,1,29,6.0,8.5,2018-09-22,0
3691,3,85,6.7,9.0,2018-09-22,0
455,1,15,3.2,8.3,2018-09-22,0
3680,3,110,5.2,8.5,2018-09-22,0
1516,2,51,5.8,8.5,2018-09-22,0
1579,1,5,4.3,8.7,2018-09-22,0
3690,3,111,5.4,8.5,2018-09-22,0
2959,3,92,5.1,8.6,2018-09-22,0
460,2,43,5.0,8.8,2018-09-22,0
460,1,39,5.0,8.8,2018-09-22,1
893,2,47,5.6,8.4,2018-09-22,0
893,1,29,6.5,8.5,2018-09-23,1
497,1,10,5.6,8.3,2018-09-23,1
1872,1,32,6.7,8.4,2018-09-23,1
3691,2,75,6.7,9.0,2018-09-23,1
1725,1,28,6.1,8.5,2018-09-23,1
3680,3,88,6.0,8.5,2018-09-23,1
1516,3,96,6.0,8.4,2018-09-23,1
3690,3,114,6.4,8.6,2018-09-23,1
2959,2,41,5.9,8.6,2018-09-23,1
460,2,42,5.7,8.8,2018-09-23,1
1872,1,37,5.6,8.5,2018-09-23,0
3536,1,36,5.7,8.7,2018-09-23,1
3536,2,42,5.4,8.8,2018-09-23,0
3691,2,70,6.5,9.0,2018-09-23,0
1725,2,41,5.5,8.4,2018-09-23,0
3680,3,107,5.4,8.5,2018-09-23,0
1516,2,48,5.8,8.4,2018-09-23,0
3690,3,97,5.2,8.5,2018-09-23,0
2959,3,88,5.0,8.7,2018-09-23,0
893,2,58,5.5,8.4,2018-09-23,0
460,2,45,4.8,8.8,2018-09-23,0
497,1,22,4.9,8.4,2018-09-23,0
460,2,47,5.7,8.8,2018-09-24,1
893,4,41,5.7,8.5,2018-09-24,1
1516,3,109,5.6,8.3,2018-09-24,1
3690,5,180,5.8,8.6,2018-09-24,1
1579,1,7,4.6,8.8,2018-09-24,1
1872,1,35,5.8,8.5,2018-09-24,0
2959,4,128,5.7,8.6,2018-09-24,1
497,1,13,4.8,8.3,2018-09-24,0
3680,3,115,5.6,8.4,2018-09-24,0
455,1,15,3.4,8.2,2018-09-24,0
1725,2,44,5.6,8.4,2018-09-24,0
1516,2,57,5.9,8.3,2018-09-24,0
1579,1,10,5.8,8.8,2018-09-24,0
3690,2,80,5.8,8.6,2018-09-24,0
2959,3,87,5.4,8.6,2018-09-24,0
893,2,41,6.1,8.6,2018-09-24,0
3680,3,94,5.4,8.5,2018-09-24,1
3691,2,58,6.5,9.0,2018-09-24,0
460,2,47,5.4,8.9,2018-09-24,0
1725,1,36,5.6,8.4,2018-09-24,1
3691,2,56,6.2,9.0,2018-09-24,1
497,1,11,5.0,8.4,2018-09-24,1
1872,1,30,6.5,8.5,2018-09-24,1
455,1,16,3.3,8.2,2018-09-24,1
1872,1,37,6.4,8.6,2018-09-25,1
1725,1,37,5.4,8.3,2018-09-25,1
3680,3,95,4.9,8.4,2018-09-25,1
1516,1,35,6.3,8.4,2018-09-25,1
1579,1,7,5.1,8.8,2018-09-25,1
3690,5,163,5.8,8.6,2018-09-25,1
2959,3,118,5.6,8.5,2018-09-25,1
893,1,36,5.5,8.5,2018-09-25,1
1872,1,32,5.7,8.6,2018-09-25,0
1725,2,43,5.6,8.4,2018-09-25,0
3680,3,95,5.3,8.3,2018-09-25,0
1579,1,4,4.9,8.8,2018-09-25,0
3690,3,94,5.8,8.6,2018-09-25,0
