Acc,Cans,Kilograms,Fat,SNF,Date,Shift
871,1,33,4.2,8.6,2018-03-26,1
457,2,66,4.6,8.2,2018-03-26,1
925,2,42,4.6,8.2,2018-03-26,1
460,1,15,4.0,8.2,2018-03-26,1
786,1,32,4.8,8.2,2018-03-26,1
2959,2,51,4.6,8.3,2018-03-26,1
3536,1,27,6.0,8.9,2018-03-26,1
873,3,118,5.7,8.6,2018-03-26,1
3516,2,68,5.6,8.8,2018-03-26,1
1516,1,35,4.5,8.2,2018-03-26,1
3680,8,313,7.9,9.0,2018-03-26,1
1725,1,38,5.4,8.3,2018-03-26,1
455,2,60,3.1,8.2,2018-03-26,1
865,1,19,6.8,8.8,2018-03-26,1
877,1,20,3.2,8.2,2018-03-26,1
877,2,32,8.0,8.5,2018-03-26,0
455,2,70,3.2,8.2,2018-03-26,0
949,4,144,5.6,8.7,2018-03-26,1
3536,1,17,6.0,8.6,2018-03-26,0
457,3,84,4.4,8.2,2018-03-26,0
925,1,37,4.4,8.1,2018-03-26,0
460,1,24,5.8,8.3,2018-03-26,0
786,1,31,5.2,8.3,2018-03-26,0
871,2,53,5.5,8.6,2018-03-26,0
949,4,149,6.0,8.7,2018-03-26,0
865,1,60,6.1,8.3,2018-03-26,0
873,5,176,3.2,8.2,2018-03-26,0
3516,2,78,6.1,8.8,2018-03-26,0
1516,3,94,5.9,8.6,2018-03-26,0
3680,8,304,7.8,9.0,2018-03-26,0
1725,1,19,5.0,8.2,2018-03-26,0
2959,3,87,5.8,8.4,2018-03-26,0
925,2,52,4.8,8.1,2018-03-27,1
460,1,17,4.0,8.2,2018-03-27,1
893,1,30,5.9,8.5,2018-03-27,1
786,1,32,5.1,8.2,2018-03-27,1
871,1,30,4.5,8.4,2018-03-27,1
2959,2,50,4.8,8.5,2018-03-27,1
1516,1,26,4.2,8.5,2018-03-27,1
873,3,114,6.1,8.6,2018-03-27,1
3516,2,64,5.9,8.5,2018-03-27,1
3680,8,314,7.7,9.0,2018-03-27,1
1725,1,29,5.2,8.2,2018-03-27,1
455,1,29,3.1,8.2,2018-03-27,1
457,2,80,4.7,8.1,2018-03-27,1
865,1,20,7.3,8.6,2018-03-27,1
3536,1,24,6.4,8.9,2018-03-27,1
865,2,67,6.0,8.6,2018-03-27,0
455,1,32,3.0,8.2,2018-03-27,0
3536,1,7,6.8,8.9,2018-03-27,0
457,2,50,4.6,8.1,2018-03-27,0
925,1,32,4.5,8.1,2018-03-27,0
460,1,24,5.4,8.3,2018-03-27,0
786,1,27,5.0,8.2,2018-03-27,0
871,2,70,5.5,8.5,2018-03-27,0
893,1,8,6.5,8.5,2018-03-27,0
949,5,163,6.2,8.7,2018-03-27,0
873,4,165,3.2,8.2,2018-03-27,0
3516,2,76,6.5,8.8,2018-03-27,0
1516,3,89,6.2,8.7,2018-03-27,0
3680,8,301,7.5,9.0,2018-03-27,0
1725,1,19,4.8,8.2,2018-03-27,0
2959,3,85,5.8,8.5,2018-03-27,0
949,4,144,5.5,8.7,2018-03-27,1
871,1,27,4.2,8.2,2018-03-28,1
457,2,68,4.6,8.2,2018-03-28,1
925,2,48,4.5,8.2,2018-03-28,1
460,1,17,4.3,8.2,2018-03-28,1
893,1,30,5.7,8.5,2018-03-28,1
786,1,33,4.6,8.2,2018-03-28,1
455,1,30,3.0,8.2,2018-03-28,1
873,4,126,6.1,8.7,2018-03-28,1
3516,2,62,6.1,8.7,2018-03-28,1
1516,1,32,5.2,8.4,2018-03-28,1
3680,9,347,7.4,9.0,2018-03-28,1
1725,1,27,5.3,8.2,2018-03-28,1
3536,1,29,7.0,8.7,2018-03-28,1
865,1,18,7.5,8.4,2018-03-28,1
949,4,157,5.5,8.5,2018-03-28,1
2959,2,48,4.8,8.3,2018-03-28,1
1725,1,19,5.3,8.2,2018-03-28,0
455,1,28,3.0,8.2,2018-03-28,0
3536,1,20,5.4,8.2,2018-03-28,0
457,2,58,4.8,8.2,2018-03-28,0
925,1,35,4.5,8.1,2018-03-28,0
460,1,22,5.1,8.2,2018-03-28,0
893,1,6,4.5,8.2,2018-03-28,0
786,1,27,4.7,8.3,2018-03-28,0
949,4,154,5.9,8.6,2018-03-28,0
2959,3,82,5.9,8.4,2018-03-28,0
865,2,59,6.2,8.6,2018-03-28,0
873,5,185,3.3,8.2,2018-03-28,0
3516,3,83,6.7,8.9,2018-03-28,0
1516,3,89,5.9,8.3,2018-03-28,0
3680,9,357,7.3,9.0,2018-03-28,0
871,2,68,5.5,8.7,2018-03-28,0
457,2,75,4.8,8.1,2018-03-29,1
925,2,52,4.6,8.1,2018-03-29,1
460,1,19,4.5,8.2,2018-03-29,1
893,1,29,5.3,8.2,2018-03-29,1
786,1,32,4.4,8.1,2018-03-29,1
865,1,24,7.2,8.5,2018-03-29,1
2959,2,57,5.1,8.4,2018-03-29,1
873,4,123,6.0,8.6,2018-03-29,1
3516,2,58,5.9,8.7,2018-03-29,1
1516,1,30,4.6,8.3,2018-03-29,1
3680,7,265,6.5,9.0,2018-03-29,1
3536,1,36,6.7,8.6,2018-03-29,1
871,1,31,4.4,8.3,2018-03-29,1
949,4,156,5.2,8.7,2018-03-29,1
2959,3,84,5.9,8.6,2018-03-29,0
1725,1,19,5.0,8.4,2018-03-29,0
3680,8,297,6.6,9.0,2018-03-29,0
1516,3,93,6.1,8.4,2018-03-29,0
1725,1,29,5.3,8.4,2018-03-29,1
873,5,165,7.5,9.0,2018-03-29,0
865,2,56,5.8,8.4,2018-03-29,0
871,2,67,5.6,8.5,2018-03-29,0
786,1,30,5.2,8.2,2018-03-29,0
893,1,9,5.9,8.3,2018-03-29,0
460,1,22,5.3,8.2,2018-03-29,0
925,1,38,4.6,8.1,2018-03-29,0
457,3,90,4.3,8.1,2018-03-29,0
3536,1,22,5.6,8.1,2018-03-29,0
949,5,163,6.0,8.8,2018-03-29,0
455,1,25,3.0,8.2,2018-03-29,0
455,1,30,3.3,8.2,2018-03-29,1
3516,2,80,6.5,8.8,2018-03-29,0
873,5,170,6.8,9.0,2018-03-30,0
3536,1,3,7.2,8.9,2018-03-30,0
457,3,83,4.2,8.2,2018-03-30,0
925,1,37,4.9,8.0,2018-03-30,0
460,1,18,5.2,8.2,2018-03-30,0
893,1,6,4.9,8.2,2018-03-30,0
786,1,28,5.1,8.4,2018-03-30,0
871,2,65,5.3,8.5,2018-03-30,0
2959,2,77,6.2,8.4,2018-03-30,0
865,2,64,6.0,8.6,2018-03-30,0
949,4,153,6.0,8.6,2018-03-30,0
455,2,54,3.3,8.2,2018-03-30,1
1725,1,29,5.2,8.2,2018-03-30,1
3680,7,238,7.1,9.0,2018-03-30,1
1516,1,34,4.6,8.7,2018-03-30,1
3516,2,54,5.8,8.6,2018-03-30,1
3516,3,81,6.8,8.8,2018-03-30,0
865,1,31,6.2,8.4,2018-03-30,1
893,1,34,5.2,8.1,2018-03-30,1
460,1,21,3.7,8.0,2018-03-30,1
873,4,126,6.0,8.4,2018-03-30,1
457,2,51,4.8,8.0,2018-03-30,1
3536,2,41,6.2,8.7,2018-03-30,1
949,4,160,5.4,8.4,2018-03-30,1
925,2,49,4.3,8.0,2018-03-30,1
1725,1,20,5.1,8.2,2018-03-30,0
3680,7,250,6.9,9.0,2018-03-30,0
1516,3,98,5.9,8.4,2018-03-30,0
786,1,33,4.4,8.0,2018-03-30,1
871,1,25,4.4,8.4,2018-03-30,1
2959,2,42,4.7,8.2,2018-03-30,1
455,1,39,3.4,8.2,2018-03-30,0
455,1,3,3.0,8.3,2018-03-31,1
1725,1,29,5.4,8.1,2018-03-31,1
3680,4,155,7.2,9.0,2018-03-31,1
3516,2,49,6.0,8.6,2018-03-31,1
873,4,122,5.9,8.8,2018-03-31,1
865,1,24,6.8,8.4,2018-03-31,1
2959,2,61,5.1,8.6,2018-03-31,1
871,1,32,4.7,8.2,2018-03-31,1
786,1,35,4.5,8.1,2018-03-31,1
925,2,54,4.6,8.2,2018-03-31,1
460,1,21,4.5,8.1,2018-03-31,1
949,5,169,5.9,8.6,2018-03-31,0
3536,1,7,6.6,8.6,2018-03-31,0
457,1,36,4.4,8.2,2018-03-31,0
925,1,37,4.6,8.2,2018-03-31,0
460,1,24,5.2,8.3,2018-03-31,0
893,1,8,5.5,8.6,2018-03-31,0
786,1,26,4.8,8.3,2018-03-31,0
871,2,61,5.4,8.5,2018-03-31,0
2959,2,60,6.1,8.6,2018-03-31,0
873,4,150,6.4,9.0,2018-03-31,0
3516,3,84,6.4,8.6,2018-03-31,0
3680,4,145,7.0,9.0,2018-03-31,0
1725,1,20,4.7,8.3,2018-03-31,0
455,1,28,3.0,8.2,2018-03-31,0
949,4,147,5.2,8.6,2018-03-31,1
3536,1,11,6.1,8.1,2018-03-31,1
457,2,74,4.7,8.0,2018-03-31,1
893,1,31,5.4,8.2,2018-03-31,1
865,2,58,6.0,8.5,2018-03-31,0
949,5,178,6.1,8.6,2018-04-01,0
455,1,29,3.5,8.2,2018-04-01,1
1725,1,29,5.3,8.1,2018-04-01,1
3680,7,213,7.1,9.0,2018-04-01,1
1516,1,31,4.9,8.0,2018-04-01,1
3516,2,55,6.2,8.7,2018-04-01,1
873,3,118,5.8,8.6,2018-04-01,1
865,1,26,6.8,8.6,2018-04-01,1
2959,2,56,4.7,8.2,2018-04-01,1
786,1,33,4.8,8.1,2018-04-01,1
893,1,32,5.7,8.3,2018-04-01,1
460,1,23,4.5,8.1,2018-04-01,1
925,2,51,4.3,8.0,2018-04-01,1
457,2,72,4.2,8.0,2018-04-01,1
949,4,140,5.6,8.6,2018-04-01,1
871,1,33,4.5,8.3,2018-04-01,1
1725,1,18,5.0,8.3,2018-04-01,0
455,1,29,3.0,8.2,2018-04-01,0
925,1,36,6.2,8.3,2018-04-01,0
460,1,15,5.6,8.3,2018-04-01,0
893,1,8,5.8,8.5,2018-04-01,0
786,1,15,4.3,8.1,2018-04-01,0
871,12,62,5.3,8.5,2018-04-01,0
457,1,40,5.1,8.3,2018-04-01,0
865,2,54,6.2,8.5,2018-04-01,0
873,5,190,6.9,9.0,2018-04-01,0
3516,2,79,6.3,8.5,2018-04-01,0
1516,3,112,5.9,8.4,2018-04-01,0
3680,7,210,7.0,9.0,2018-04-01,0
2959,2,78,5.7,8.5,2018-04-01,0
1516,1,32,5.1,8.5,2018-04-02,1
3516,2,46,5.9,8.7,2018-04-02,1
873,4,126,6.2,8.8,2018-04-02,1
865,1,17,6.7,8.4,2018-04-02,1
2959,2,52,4.8,8.4,2018-04-02,1
871,1,29,4.7,8.5,2018-04-02,1
925,2,43,4.6,8.1,2018-04-02,1
893,1,32,5.1,8.3,2018-04-02,1
460,1,22,4.2,8.1,2018-04-02,1
3536,1,22,6.0,8.5,2018-04-02,1
949,4,156,5.5,8.8,2018-04-02,1
455,1,31,3.0,8.2,2018-04-02,0
1516,3,90,5.8,8.7,2018-04-02,0
3680,4,120,7.5,9.0,2018-04-02,1
786,3,102,3.9,8.2,2018-04-02,1
455,1,30,3.0,8.2,2018-04-02,1
3516,2,80,6.2,8.7,2018-04-02,0
873,5,185,7.2,9.0,2018-04-02,0
865,2,65,5.9,8.5,2018-04-02,0
2959,3,82,5.7,8.5,2018-04-02,0
871,2,58,5.2,8.5,2018-04-02,0
786,1,25,4.87,8.2,2018-04-02,0
893,1,8,5.7,8.3,2018-04-02,0
460,1,24,5.4,8.2,2018-04-02,0
925,1,37,4.0,8.1,2018-04-02,0
3536,1,7,6.9,8.7,2018-04-02,0
949,5,173,6.1,8.8,2018-04-02,0
1725,1,20,5.0,8.3,2018-04-02,0
1725,1,29,5.2,8.2,2018-04-02,1
3680,3,115,7.5,9.0,2018-04-02,0
925,1,38,4.0,8.0,2018-04-03,0
949,5,174,6.1,8.5,2018-04-03,0
460,1,22,4.7,8.1,2018-04-03,1
925,2,45,4.1,8.0,2018-04-03,1
457,3,86,4.0,8.1,2018-04-03,1
3536,1,36,5.5,8.4,2018-04-03,1
949,4,150,5.2,8.2,2018-04-03,1
455,1,28,3.0,8.2,2018-04-03,0
1725,1,20,5.0,8.3,2018-04-03,0
3680,7,260,7.1,9.0,2018-04-03,0
1516,3,98,6.0,8.5,2018-04-03,0
3516,2,79,6.4,8.8,2018-04-03,0
873,5,195,7.5,9.0,2018-04-03,0
865,2,63,5.7,8.5,2018-04-03,0
2959,3,83,5.3,8.5,2018-04-03,0
871,2,60,5.0,8.4,2018-04-03,0
786,1,30,5.3,8.3,2018-04-03,0
893,1,11,4.7,8.3,2018-04-03,0
460,1,23,5.5,8.4,2018-04-03,0
893,1,36,5.2,8.1,2018-04-03,1
3536,2,44,6.4,8.3,2018-04-03,0
871,1,38,5.0,8.6,2018-04-03,1
2959,2,55,4.9,8.3,2018-04-03,1
457,2,67,4.2,8.1,2018-04-03,0
455,1,29,3.1,8.2,2018-04-03,1
1725,1,28,5.3,8.2,2018-04-03,1
3680,7,264,6.8,9.0,2018-04-03,1
786,1,32,4.0,8.1,2018-04-03,1
3516,2,54,6.2,8.7,2018-04-03,1
873,3,120,6.0,8.6,2018-04-03,1
865,1,20,6.8,8.6,2018-04-03,1
1516,2,41,4.6,8.7,2018-04-03,1
455,1,30,3.5,8.4,2018-04-04,1
1725,1,28,5.4,8.1,2018-04-04,1
1516,1,38,4.4,8.5,2018-04-04,1
3516,2,41,5.8,8.6,2018-04-04,1
873,3,114,5.9,8.5,2018-04-04,1
865,1,22,7.1,8.4,2018-04-04,1
2959,2,55,5.0,8.1,2018-04-04,1
871,1,34,5.2,8.5,2018-04-04,1
786,1,31,4.8,8.1,2018-04-04,1
893,1,29,5.0,8.2,2018-04-04,1
3680,6,203,7.5,9.0,2018-04-04,1
949,4,156,5.1,8.5,2018-04-04,1
925,1,34,5.2,8.0,2018-04-04,1
460,1,20,3.8,8.1,2018-04-04,1
949,4,155,5.8,8.6,2018-04-04,0
3536,1,11,8.2,8.7,2018-04-04,0
457,2,64,4.0,8.0,2018-04-04,0
460,1,22,5.2,8.4,2018-04-04,0
893,1,13,4.3,8.1,2018-04-04,0
786,1,29,5.0,8.3,2018-04-04,0
871,2,63,5.3,8.5,2018-04-04,0
2959,3,86,5.9,8.3,2018-04-04,0
925,1,40,4.1,8.0,2018-04-04,0
873,5,270,6.9,9.0,2018-04-04,0
3516,2,77,6.4,8.8,2018-04-04,0
1516,3,104,5.8,8.4,2018-04-04,0
3680,4,190,7.4,9.0,2018-04-04,0
1725,1,20,4.9,8.2,2018-04-04,0
455,1,28,3.0,8.2,2018-04-04,0
3536,1,30,5.9,8.3,2018-04-04,1
865,2,71,5.4,8.5,2018-04-04,0
457,2,76,4.4,8.0,2018-04-04,1
3536,1,38,6.6,8.8,2018-04-05,1
457,2,76,4.0,8.0,2018-04-05,1
925,1,33,4.3,8.1,2018-04-05,1
460,1,21,4.4,8.1,2018-04-05,1
893,1,31,5.3,8.3,2018-04-05,1
786,1,38,4.1,8.0,2018-04-05,1
865,1,22,7.0,8.4,2018-04-05,1
2959,2,51,5.0,8.3,2018-04-05,1
873,4,127,5.4,8.5,2018-04-05,1
3516,2,56,5.9,8.8,2018-04-05,1
3680,5,180,7.5,9.0,2018-04-05,1
949,4,145,5.4,8.6,2018-04-05,1
871,1,27,4.8,8.4,2018-04-05,1
455,1,32,3.2,8.2,2018-04-05,0
893,1,10,4.5,8.1,2018-04-05,0
3680,5,172,7.5,9.0,2018-04-05,0
1516,3,104,5.8,8.5,2018-04-05,0
3516,2,72,6.6,8.7,2018-04-05,0
873,5,176,6.9,9.0,2018-04-05,0
865,2,69,5.4,8.4,2018-04-05,0
2959,2,79,5.7,8.6,2018-04-05,0
871,2,63,5.4,8.4,2018-04-05,0
786,1,26,4.6,8.2,2018-04-05,0
460,1,24,5.8,8.2,2018-04-05,0
925,1,32,4.8,8.1,2018-04-05,0
457,3,81,4.2,8.1,2018-04-05,0
3536,1,7,6.5,8.5,2018-04-05,0
949,4,151,5.9,8.6,2018-04-05,0
1725,1,28,5.1,8.3,2018-04-05,1
1725,1,19,5.0,8.2,2018-04-05,0
455,1,29,3.2,8.2,2018-04-05,1
1516,1,39,4.2,8.6,2018-04-05,1
1725,1,19,5.1,8.3,2018-04-06,0
3680,7,282,6.7,9.0,2018-04-06,0
455,1,28,3.0,8.2,2018-04-06,1
1725,1,28,5.1,8.2,2018-04-06,1
3680,7,261,6.9,9.0,2018-04-06,1
1516,1,34,4.0,8.8,2018-04-06,1
3516,2,41,6.3,8.6,2018-04-06,1
873,3,127,5.7,8.4,2018-04-06,1
1516,3,104,5.5,8.2,2018-04-06,0
3516,2,64,6.1,8.7,2018-04-06,0
873,5,165,6.1,9.0,2018-04-06,0
865,2,69,5.5,8.5,2018-04-06,0
2959,3,81,5.6,8.2,2018-04-06,0
871,2,66,5.5,8.5,2018-04-06,0
786,1,22,5.2,8.3,2018-04-06,0
455,1,32,3.2,8.2,2018-04-06,0
460,1,22,5.3,8.3,2018-04-06,0
949,4,150,5.5,8.5,2018-04-06,1
893,1,8,3.3,8.2,2018-04-06,0
457,2,74,4.6,8.0,2018-04-06,1
925,1,33,5.0,8.0,2018-04-06,1
893,1,31,5.4,8.2,2018-04-06,1
786,1,32,4.5,8.0,2018-04-06,1
460,1,21,3.8,8.1,2018-04-06,1
2959,2,51,4.6,8.2,2018-04-06,1
865,1,18,7.1,8.4,2018-04-06,1
949,4,150,5.8,8.6,2018-04-06,0
457,2,63,4.3,8.2,2018-04-06,0
925,1,31,4.5,8.2,2018-04-06,0
871,1,35,4.9,8.3,2018-04-06,1
786,1,33,4.5,8.2,2018-04-07,1
925,1,32,5.0,8.2,2018-04-07,1
460,1,21,3.5,8.2,2018-04-07,1
893,1,29,4.6,8.2,2018-04-07,1
871,1,28,4.6,8.3,2018-04-07,1
3680,3,115,7.9,9.0,2018-04-07,1
865,1,19,6.7,8.5,2018-04-07,1
873,2,53,5.0,8.8,2018-04-07,1
3516,1,40,5.9,8.8,2018-04-07,1
1516,1,36,4.1,8.2,2018-04-07,1
457,2,78,4.6,8.2,2018-04-07,1
1725,1,28,5.4,8.4,2018-04-07,1
2959,2,51,4.5,8.2,2018-04-07,1
3536,1,24,5.8,8.6,2018-04-07,1
873,2,55,6.0,9.0,2018-04-07,0
455,1,32,3.2,8.2,2018-04-07,0
1725,1,20,4.8,8.4,2018-04-07,0
3680,3,120,7.5,9.0,2018-04-07,0
1516,3,103,5.6,8.4,2018-04-07,0
3516,2,75,6.5,8.5,2018-04-07,0
2959,3,82,5.7,8.6,2018-04-07,0
871,2,56,5.3,8.5,2018-04-07,0
786,1,25,4.8,8.3,2018-04-07,0
893,1,9,4.0,8.2,2018-04-07,0
460,1,23,5.0,8.3,2018-04-07,0
925,1,28,4.4,8.1,2018-04-07,0
455,1,29,3.3,8.2,2018-04-07,1
3536,1,4,6.6,8.5,2018-04-07,0
949,4,160,5.9,8.5,2018-04-07,0
949,4,142,5.1,9.0,2018-04-07,1
457,2,41,4.6,8.1,2018-04-07,0
865,2,60,5.2,8.2,2018-04-07,0
871,1,32,4.8,8.5,2018-04-08,1
2959,2,54,4.9,8.2,2018-04-08,1
455,1,29,3.2,8.2,2018-04-08,1
1725,1,31,5.2,8.2,2018-04-08,1
3680,7,257,6.8,9.0,2018-04-08,1
1516,1,36,4.0,8.6,2018-04-08,1
3516,1,38,6.5,8.7,2018-04-08,1
873,4,126,5.8,8.3,2018-04-08,1
949,4,158,5.4,8.3,2018-04-08,0
3536,1,7,6.8,8.6,2018-04-08,0
457,3,82,4.2,8.0,2018-04-08,0
925,1,29,4.5,8.0,2018-04-08,0
460,1,21,4.8,8.1,2018-04-08,0
893,1,13,5.1,8.5,2018-04-08,0
786,1,12,4.0,8.0,2018-04-08,0
871,2,53,5.6,8.5,2018-04-08,0
457,2,66,4.2,8.0,2018-04-08,1
865,2,68,5.5,8.4,2018-04-08,0
2959,3,85,5.8,8.2,2018-04-08,0
893,1,21,4.8,8.1,2018-04-08,1
460,1,21,3.9,8.0,2018-04-08,1
786,1,30,4.5,8.0,2018-04-08,1
865,1,14,6.5,8.7,2018-04-08,1
3536,1,31,6.6,8.6,2018-04-08,1
925,1,27,4.3,7.8,2018-04-08,1
455,1,32,3.2,8.2,2018-04-08,0
1725,1,17,3.0,8.1,2018-04-08,0
3680,7,275,6.9,9.0,2018-04-08,0
1516,3,96,5.5,8.3,2018-04-08,0
3516,2,62,6.5,8.7,2018-04-08,0
873,4,157,6.4,9.0,2018-04-08,0
949,4,149,5.5,8.5,2018-04-08,1
925,1,34,5.0,8.1,2018-04-09,1
460,1,22,4.1,8.1,2018-04-09,1
893,1,27,5.1,8.3,2018-04-09,1
786,1,31,4.4,8.1,2018-04-09,1
871,1,36,5.1,8.1,2018-04-09,1
2959,2,54,4.7,8.3,2018-04-09,1
1725,1,35,5.0,8.2,2018-04-09,1
873,3,105,5.7,8.7,2018-04-09,1
3516,2,41,6.2,8.8,2018-04-09,1
1516,1,40,4.4,8.2,2018-04-09,1
3680,4,157,7.2,9.0,2018-04-09,1
457,2,73,4.0,8.1,2018-04-09,1
455,1,28,3.3,8.2,2018-04-09,1
865,1,20,6.8,8.5,2018-04-09,1
3536,1,30,6.7,8.6,2018-04-09,1
1725,1,21,5.1,8.3,2018-04-09,0
455,1,34,3.2,8.2,2018-04-09,0
949,4,151,5.9,8.6,2018-04-09,0
949,4,154,5.6,8.6,2018-04-09,1
457,1,32,4.7,8.2,2018-04-09,0
925,1,28,4.9,8.2,2018-04-09,0
460,1,20,4.6,8.3,2018-04-09,0
893,1,14,5.2,8.2,2018-04-09,0
3536,1,7,6.6,8.9,2018-04-09,0
2959,2,76,5.7,8.4,2018-04-09,0
871,2,51,4.9,8.2,2018-04-09,0
3680,4,149,7.1,9.0,2018-04-09,0
1516,3,99,5.5,8.6,2018-04-09,0
786,1,28,5.0,8.4,2018-04-09,0
873,4,157,6.7,9.0,2018-04-09,0
865,2,64,5.4,8.5,2018-04-09,0
3516,2,69,6.4,8.7,2018-04-09,0
871,1,25,4.7,8.4,2018-04-10,1
2959,1,50,4.8,8.2,2018-04-10,1
873,3,111,5.7,8.4,2018-04-10,1
3516,1,33,6.0,8.6,2018-04-10,1
1516,2,43,4.5,8.6,2018-04-10,1
3680,8,282,6.7,9.0,2018-04-10,1
1725,1,33,5.0,8.1,2018-04-10,1
455,1,31,3.2,8.2,2018-04-10,1
865,1,13,7.6,8.6,2018-04-10,1
893,1,22,4.7,8.2,2018-04-10,1
949,4,152,5.9,8.5,2018-04-10,0
460,1,20,3.7,8.0,2018-04-10,1
925,1,35,5.2,8.0,2018-04-10,1
457,2,69,4.1,7.8,2018-04-10,1
3536,1,5,5.5,8.0,2018-04-10,1
949,4,144,5.3,8.5,2018-04-10,1
455,1,33,3.2,8.2,2018-04-10,0
1725,1,20,4.8,8.3,2018-04-10,0
3680,7,275,6.8,9.0,2018-04-10,0
1516,2,71,4.6,8.4,2018-04-10,0
3516,2,69,7.0,8.8,2018-04-10,0
786,1,31,4.9,8.1,2018-04-10,1
865,2,67,5.5,8.4,2018-04-10,0
2959,3,81,6.0,8.5,2018-04-10,0
871,2,52,5.6,8.5,2018-04-10,0
786,1,25,4.96,8.1,2018-04-10,0
893,1,12,5.7,8.4,2018-04-10,0
460,1,23,5.8,8.3,2018-04-10,0
925,1,27,4.4,8.0,2018-04-10,0
457,2,80,4.0,8.2,2018-04-10,0
3536,1,8,6.7,8.6,2018-04-10,0
873,4,160,6.4,8.8,2018-04-10,0
3680,5,196,7.1,9.0,2018-04-11,0
460,1,19,4.0,8.2,2018-04-11,1
893,1,23,4.9,8.2,2018-04-11,1
786,1,31,4.2,8.1,2018-04-11,1
871,1,32,4.8,8.3,2018-04-11,1
2959,2,44,4.5,8.2,2018-04-11,1
1516,1,40,4.3,8.4,2018-04-11,1
873,4,126,5.9,8.5,2018-04-11,1
3516,2,42,5.7,8.7,2018-04-11,1
925,1,35,4.5,8.1,2018-04-11,1
3680,5,173,7.2,9.0,2018-04-11,1
1725,1,36,5.1,8.2,2018-04-11,1
455,1,29,3.1,8.2,2018-04-11,1
865,1,12,7.0,8.6,2018-04-11,1
457,2,71,4.1,8.1,2018-04-11,1
1516,2,89,5.5,8.6,2018-04-11,0
949,4,134,5.3,8.4,2018-04-11,1
1725,1,21,4.7,8.3,2018-04-11,0
949,4,158,5.8,8.5,2018-04-11,0
3536,1,21,6.1,8.1,2018-04-11,0
457,3,86,4.2,8.2,2018-04-11,0
925,1,28,4.6,8.1,2018-04-11,0
460,1,21,5.2,8.3,2018-04-11,0
3536,1,4,5.2,8.4,2018-04-11,1
893,1,14,5.4,8.2,2018-04-11,0
871,2,59,5.3,8.5,2018-04-11,0
2959,2,79,5.9,8.2,2018-04-11,0
865,2,64,5.3,8.4,2018-04-11,0
873,5,165,7.2,9.0,2018-04-11,0
3516,2,73,6.8,8.8,2018-04-11,0
455,1,33,3.1,8.2,2018-04-11,0
786,1,25,4.9,8.2,2018-04-11,0
1725,1,33,4.7,8.2,2018-04-12,1
949,4,142,6.0,8.5,2018-04-12,0
455,1,29,3.2,8.2,2018-04-12,1
3680,5,187,7.0,9.0,2018-04-12,1
949,4,128,5.4,8.5,2018-04-12,1
3516,1,39,5.2,8.7,2018-04-12,1
925,1,26,4.2,8.1,2018-04-12,0
460,1,22,5.0,8.4,2018-04-12,0
893,1,21,5.7,8.2,2018-04-12,0
871,2,57,5.2,8.4,2018-04-12,0
2959,2,75,5.8,8.3,2018-04-12,0
865,2,64,5.3,8.3,2018-04-12,0
3516,2,69,6.1,8.7,2018-04-12,0
1516,3,93,5.5,8.6,2018-04-12,0
3680,5,175,7.0,9.0,2018-04-12,0
1516,2,42,4.3,8.3,2018-04-12,1
1725,1,21,4.8,8.3,2018-04-12,0
3536,1,5,4.8,8.1,2018-04-12,1
457,3,81,4.0,8.1,2018-04-12,1
925,1,27,4.8,8.1,2018-04-12,1
460,1,17,3.6,8.2,2018-04-12,1
893,1,26,5.3,8.3,2018-04-12,1
871,2,45,5.2,8.5,2018-04-12,1
2959,2,48,4.1,8.2,2018-04-12,1
865,1,24,5.8,8.5,2018-04-12,1
873,4,125,5.8,8.5,2018-04-12,1
455,1,34,3.2,8.2,2018-04-12,0
873,4,160,7.0,9.0,2018-04-12,0
457,2,44,4.9,8.2,2018-04-12,0
3536,1,8,5.7,9.0,2018-04-12,0
893,1,18,4.8,8.2,2018-04-13,1
457,2,74,4.1,8.2,2018-04-13,1
925,1,29,5.2,8.2,2018-04-13,1
460,1,19,3.6,8.2,2018-04-13,1
786,1,30,5.0,8.2,2018-04-13,1
871,1,35,5.2,8.5,2018-04-13,1
2959,2,48,4.6,8.3,2018-04-13,1
865,1,18,7.2,8.7,2018-04-13,1
873,3,116,5.6,8.8,2018-04-13,1
3516,2,48,5.7,8.7,2018-04-13,1
1516,2,42,4.7,8.6,2018-04-13,1
3680,5,165,7.3,9.0,2018-04-13,1
1725,1,32,4.9,8.4,2018-04-13,1
455,1,29,3.2,8.2,2018-04-13,1
949,4,126,5.6,8.8,2018-04-13,1
455,1,32,3.2,8.2,2018-04-13,0
3536,1,5,4.7,8.2,2018-04-13,1
3680,5,200,7.3,9.0,2018-04-13,0
949,4,142,6.0,8.8,2018-04-13,0
3536,1,6,6.1,8.8,2018-04-13,0
457,3,82,4.4,8.2,2018-04-13,0
925,1,29,5.6,8.5,2018-04-13,0
460,1,21,5.2,8.3,2018-04-13,0
1725,1,21,5.0,8.4,2018-04-13,0
786,1,26,3.0,8.2,2018-04-13,0
893,1,14,5.5,8.3,2018-04-13,0
2959,3,85,5.7,8.7,2018-04-13,0
865,2,56,5.2,8.5,2018-04-13,0
873,4,125,6.8,9.0,2018-04-13,0
3516,2,73,6.1,8.7,2018-04-13,0
1516,3,93,5.6,8.8,2018-04-13,0
